episode_id,seed,player,agent,opponent,result,final_money,opponent_money,margin,opening_fingerprint,open_hires,open_animals,open_melon_seeds,open_wheat_seeds,total_hires,median_daily_hires,max_daily_hires,peak_hands,buy_land,second_quadrant_day,n_quadrants_final,unlock_NE,unlock_SW,unlock_SE,plants_wheat,plants_carrot,plants_tomato,plants_strawberry,plants_melon,buy_seed_wheat,buy_seed_melon,buy_seed_strawberry,buy_seed_tomato,buy_seed_carrot,buy_cow,buy_sheep,buy_goose,bought_wheat,wheat_self_ratio,sell_wheat,sell_melon,sell_strawberry,sell_milk,sell_wool,sell_egg,sell_fertilizer,rev_wheat,rev_melon,rev_strawberry,rev_milk,rev_wool,rev_egg,rev_fertilizer,total_sell_revenue,fertilize,care,collect_fertilizer,build_coop,build_pasture,peak_plants,peak_animals,peak_weeds,pct_move,pct_field,pct_pass,total_unit_actions,op_water,op_feed,op_care,op_harvest,op_plant,op_pass,strategies,first_sell_melon,first_sell_milk,first_sell_wool,first_sell_strawberry,n_action_rows,n_market_rows
90492933,1613314294,1,SALAH ELDIN ELNABARAWY,JALKARNA GAUTAM,win,134428.0,133167.0,1261.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,769,138,308,237,164,0,171,33187.0,17754.0,57304.0,46308.0,13782.0,0,10902.0,179237.0,77,322,248,0,14,60,14,12,44.72,36.01,15.4,6901,919,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,dairy_support",10,8,7,17,6901,866
90492965,1271850961,0,Accayo14,Yaroslav,loss,117357.0,118532.0,-1175.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,9.5,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1005,0.084,753,156,313,294,228,0,174,31206.0,19464.0,43291.0,31002.0,49062.0,0,11129.0,185154.0,80,322,254,0,14,61,14,11,44.78,36.14,15.17,6901,922,314,322,374,158,1047,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_wool,berry_support,wool_focus",10,8,7,17,6901,887
90492965,1271850961,1,Yaroslav,Accayo14,win,118532.0,117357.0,1175.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,271,9.5,14,14,2,7,3,7,11,,90,0,0,42,24,92,24,42,0,0,8,6,0,1072,0.077,820,656,1405,798,523,0,168,34096.0,120590.0,248039.0,75498.0,113984.0,0,10868.0,603075.0,86,322,265,0,14,60,14,11,47.34,38.03,10.48,6774,956,314,322,406,156,710,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,wool_support,melon_support",10,8,6,17,6774,1043
90493718,1836018126,0,JALKARNA GAUTAM,i3,loss,102097.0,104291.0,-2194.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,776,144,308,237,164,0,171,33130.0,17838.0,34175.0,16809.0,35113.0,0,10902.0,147967.0,77,322,248,0,14,61,14,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_wool,berry_support,wool_support",10,8,7,17,6901,868
90493718,1836018126,1,i3,JALKARNA GAUTAM,win,104291.0,102097.0,2194.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,776,216,308,340,258,0,171,33130.0,30696.0,34361.0,25761.0,54895.0,0,10902.0,189745.0,77,322,248,0,14,61,14,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_wool,berry_support,wool_focus,melon_support",10,8,7,17,6901,935
90493725,460880516,0,Kaileh57,Yaroslav,loss,95939.0,96925.0,-986.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,776,144,308,237,164,0,171,34523.0,17874.0,30776.0,20614.0,28512.0,0,11104.0,143403.0,77,322,248,0,14,61,14,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_wheat,berry_support,wool_support",10,8,7,17,6901,865
90493725,460880516,1,Yaroslav,Kaileh57,win,96925.0,95939.0,986.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,271,9.5,14,14,2,7,3,7,11,,90,0,0,42,24,92,24,42,0,0,8,6,0,1072,0.077,820,656,1405,798,523,0,168,36635.0,120050.0,176452.0,73872.0,93529.0,0,10855.0,511393.0,86,322,265,0,14,61,14,11,47.34,38.03,10.48,6774,956,314,322,406,156,710,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,wool_support,melon_support",10,8,6,17,6774,1043
90494364,231975074,0,Seb (allegedly),Pranshu Ghori,win,110820.0,92669.0,18151.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_SEED,MELON,3)|(BUY_SEED,WHEAT,12)|(BUY_ANIMAL,COW,2)",7,2,3,12,308,12,12,12,3,4,4,4,8,10,22,0,0,41,23,22,23,42,0,0,8,11,0,401,0.052,71,132,308,179,230,0,299,2775.0,20344.0,45931.0,11504.0,51959.0,0,15944.0,148457.0,80,350,379,0,19,61,19,45,52.08,29.66,12.94,7728,638,388,350,333,86,1000,"animal_open,melon_lite,hire_open_7,animal_max,hire_ultra,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_ultra,fert_seller_heavy,primary_wool,berry_engine,wool_focus",10,8,6,16,7728,855
90494364,231975074,1,Pranshu Ghori,Seb (allegedly),loss,92669.0,110820.0,-18151.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,791,210,304,300,225,0,158,35516.0,28872.0,33460.0,18001.0,50766.0,0,8508.0,175123.0,77,322,248,0,14,61,13,11,44.72,36.02,15.39,6901,922,314,322,373,158,1062,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_wool,berry_support,wool_focus,melon_support",10,8,7,17,6901,907
90494504,1238171799,0,i3,Anton Shaniuk,win,86451.0,84605.0,1846.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,776,216,308,340,258,0,171,34593.0,30696.0,36964.0,19359.0,27188.0,0,10908.0,159708.0,77,322,248,0,14,61,14,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_support,wool_support,melon_support",10,8,7,17,6901,942
90494504,1238171799,1,Anton Shaniuk,i3,loss,84605.0,86451.0,-1846.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,273,10.0,14,14,2,7,3,7,11,,91,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.082,779,834,1551,1116,715,0,171,34749.0,151332.0,225025.0,73125.0,76542.0,0,10902.0,571675.0,81,322,263,0,14,61,14,11,47.14,37.85,10.97,6816,961,314,322,406,157,748,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,melon_focus",10,8,6,17,6816,1069
90496831,804556914,0,Seb (allegedly),Yaroslav,win,102432.0,87572.0,14860.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_SEED,MELON,6)|(BUY_SEED,CARROT,1)|(BUY_SEED,WHEAT,12)|(BUY_ANIMAL,COW,2)",6,2,6,12,301,12,12,12,3,5,4,5,6,10,19,2,0,38,29,19,29,38,0,2,13,7,0,413,0.044,62,168,273,307,133,0,327,2308.0,22919.0,39502.0,44468.0,14469.0,0,16293.0,140184.0,68,374,395,0,20,58,20,42,51.02,31.19,12.4,7558,653,404,374,335,88,937,"animal_open,melon_lite,hire_open_5,animal_max,hire_ultra,land_early,melon_plant_heavy,wheat_buyer,animal_care_ultra,fert_seller_heavy,primary_dairy,berry_engine,dairy_focus,melon_support",10,8,6,16,7558,878
90496831,804556914,1,Yaroslav,Seb (allegedly),loss,87572.0,102432.0,-14860.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,271,9.5,14,14,2,7,3,7,11,,90,0,0,42,24,92,24,42,0,0,8,6,0,1072,0.077,820,656,1405,798,523,0,168,36352.0,108596.0,169484.0,118323.0,46257.0,0,8347.0,487359.0,86,322,265,0,14,60,14,12,47.34,38.03,10.48,6774,956,314,322,406,156,710,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,dairy_support,melon_support",10,8,6,17,6774,1043
90497546,1385135442,0,Anton Shaniuk,lucaskna,win,114599.0,114217.0,382.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,273,10.0,14,14,2,7,3,7,11,,91,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.082,779,834,1551,1116,715,0,171,33374.0,151116.0,210767.0,210911.0,87950.0,0,10902.0,705020.0,81,322,263,0,14,61,14,11,47.14,37.85,10.97,6816,961,314,322,406,157,748,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_dairy,berry_engine,dairy_focus,melon_support",10,8,6,17,6816,1069
90497546,1385135442,1,lucaskna,Anton Shaniuk,loss,114217.0,114599.0,-382.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1031,0.082,786,144,308,237,164,0,171,33714.0,17910.0,33685.0,41811.0,20304.0,0,10908.0,158332.0,77,322,248,0,14,61,14,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_dairy,berry_support,dairy_support",10,8,7,17,6901,871
90497592,1803658832,0,Seb (allegedly),i3,win,94235.0,70264.0,23971.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_SEED,MELON,3)|(BUY_SEED,WHEAT,12)|(BUY_ANIMAL,COW,2)",7,2,3,12,306,12,12,12,3,4,4,4,6,10,24,0,0,42,24,24,24,42,0,0,5,14,0,383,0.059,82,144,304,140,280,0,289,3250.0,23165.0,13530.0,11558.0,65966.0,0,15388.0,132857.0,74,357,363,0,19,62,19,45,50.63,29.69,14.47,7677,661,365,357,331,90,1111,"animal_open,melon_lite,hire_open_7,animal_max,hire_ultra,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_ultra,fert_seller_heavy,primary_wool,wool_focus,melon_support",10,8,6,16,7677,844
90497592,1803658832,1,i3,Seb (allegedly),loss,70264.0,94235.0,-23971.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,776,216,308,340,258,0,171,33625.0,29181.0,9858.0,23387.0,61066.0,0,9052.0,166169.0,77,322,248,0,14,61,14,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_wool,wool_focus,melon_support",10,8,7,17,6901,961
90500613,152655242,0,SALAH ELDIN ELNABARAWY,Yaroslav,win,105238.0,102892.0,2346.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,273,10.0,14,14,2,7,3,7,11,,91,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.082,781,144,316,237,164,0,174,33099.0,17910.0,33293.0,15888.0,39406.0,0,11200.0,150796.0,81,322,263,0,14,61,14,11,47.12,37.85,10.99,6816,960,314,322,406,157,749,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_wool,berry_support,wool_focus",10,8,7,17,6816,866
90500613,152655242,1,Yaroslav,SALAH ELDIN ELNABARAWY,loss,102892.0,105238.0,-2346.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,271,9.5,14,14,2,7,3,7,11,,90,0,0,42,24,92,24,42,0,0,8,6,0,1072,0.077,820,656,1405,798,523,0,168,34847.0,119726.0,188037.0,62199.0,125862.0,0,10855.0,541526.0,86,322,265,0,14,61,14,11,47.34,38.03,10.48,6774,956,314,322,406,156,710,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_berry,berry_engine,wool_support,melon_support",10,8,6,17,6774,1043
90503598,464721713,0,Seb (allegedly),Scorpi,win,148637.0,135164.0,13473.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_SEED,MELON,3)|(BUY_SEED,WHEAT,12)|(BUY_ANIMAL,COW,2)",7,2,3,12,305,12,12,12,3,4,4,4,6,10,21,0,0,45,23,21,23,45,0,0,9,10,0,393,0.051,70,132,300,235,209,0,279,2681.0,22593.0,45354.0,53527.0,49100.0,0,15256.0,188511.0,78,374,357,0,19,63,19,44,50.78,30.51,13.77,7647,669,386,374,342,89,1053,"animal_open,melon_lite,hire_open_7,animal_max,hire_ultra,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_ultra,fert_seller_heavy,primary_dairy,berry_support,dairy_focus,wool_focus",10,8,6,15,7647,854
90503598,464721713,1,Scorpi,Seb (allegedly),loss,135164.0,148637.0,-13473.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,776,216,308,340,258,0,176,33779.0,28836.0,31549.0,77343.0,60542.0,0,9103.0,241152.0,77,332,301,0,14,61,14,11,44.72,37.13,14.32,6901,931,314,332,373,158,988,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_dairy,dairy_focus,wool_focus",10,8,7,17,6901,922
90505160,1431975321,0,MD Concepcion,Mohit Rao,loss,134380.0,134527.0,-147.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,1021,0.083,776,282,520,484,382,0,170,32876.0,42054.0,58539.0,103930.0,88015.0,0,10870.0,336284.0,77,322,248,0,14,61,14,11,44.72,36.08,15.36,6901,922,314,322,373,158,1060,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_dairy,dairy_focus,wool_focus",10,8,7,17,6901,997
90505160,1431975321,1,Mohit Rao,MD Concepcion,win,134527.0,134380.0,147.0,"(HIRE)|(HIRE)|(HIRE)|(HIRE)|(HIRE)|(BUY_ANIMAL,SHEEP,2)|(BUY_ANIMAL,COW,2)|(BUY_SEED,WHEAT,7)|(BUY_SEED,MELON,12)",5,4,12,7,277,10.0,14,14,2,7,3,7,11,,92,0,0,42,24,92,24,42,0,0,8,6,0,618,0.13,374,216,308,342,240,0,171,16602.0,27942.0,32177.0,72389.0,55003.0,0,10908.0,215021.0,77,322,248,0,14,61,14,11,44.72,36.01,15.4,6901,922,314,322,373,158,1063,"animal_open,melon_rush,hire_open_5,animal_core,hire_max,land_early,berry_plant_heavy,melon_plant_heavy,wheat_buyer,animal_care_heavy,fert_seller,primary_dairy,dairy_focus,wool_focus",10,8,7,17,6901,723
