episode_id,player,agent,result,day,hour,step,money,delta_money,hands,hires_today,unlocked,n_unlocked,plants,animals,weeds,structures,seeds_wheat,shed_wheat,town_shops,cum_sell_revenue,sell_rev_prev_day,ops_water_prev,ops_feed_prev,ops_care_prev,ops_harvest_prev,ops_plant_prev,ops_move_prev,ops_pass_prev,crop_WHEAT,crop_CARROT,crop_TOMATO,crop_STRAWBERRY,crop_MELON,animal_GOOSE,animal_COW,animal_SHEEP,sell_qty_prev_WHEAT,sell_qty_prev_MELON,sell_qty_prev_STRAWBERRY,sell_qty_prev_MILK,sell_qty_prev_WOOL,sell_qty_prev_EGG,sell_qty_prev_FERTILIZER
90479925,0,Pranshu Ghori,loss,25,0,600,102575.0,10137.0,0,0,"NE,NW,SW",3,56,14,2,14,0,40,8,184554.0,14415.0,57,14,14,19,11,163,14,23,0,0,33,0,0,8,6,32,6,37,27,8,0,0
90479925,0,Pranshu Ghori,loss,26,0,624,111307.0,8732.0,0,0,"NE,NW,SW",3,51,14,0,14,0,16,8,195993.0,13194.0,23,14,14,32,5,165,21,28,0,0,23,0,0,8,6,16,6,35,21,16,0,0
90479925,0,Pranshu Ghori,loss,27,0,648,113140.0,1833.0,0,0,"NE,NW,SW",3,61,14,0,14,0,44,8,200067.0,4074.0,60,14,14,11,17,155,36,38,0,0,23,0,0,8,6,28,0,32,6,4,0,0
90479925,0,Pranshu Ghori,loss,28,0,672,121428.0,8288.0,0,0,"NE,NW,SW",3,53,14,0,14,0,28,8,210794.0,10727.0,31,14,14,32,5,139,45,38,0,0,15,0,0,8,6,22,0,11,30,4,0,27
90479925,0,Pranshu Ghori,loss,29,0,696,131091.0,9663.0,0,0,"NE,NW,SW",3,8,14,1,14,0,42,8,220514.0,9038.0,33,14,14,38,0,167,15,8,0,0,0,0,0,8,6,48,0,33,9,16,0,17
90479925,0,Pranshu Ghori,loss,29,23,719,142077.0,10986.0,5,5,"NE,NW,SW",3,0,14,0,14,0,0,8,231418.0,9038.0,33,14,14,38,0,167,15,0,0,0,0,0,0,8,6,48,0,33,9,16,0,17
90479925,1,Mohit Rao,win,0,0,0,3000.0,0.0,0,0,NW,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90479925,1,Mohit Rao,win,1,0,24,105.0,-2895.0,0,0,NW,1,19,4,0,6,0,0,0,0.0,0.0,19,2,2,0,19,33,46,7,0,0,0,12,0,2,2,0,0,0,0,0,0,0
90479925,1,Mohit Rao,win,2,0,48,14.0,-91.0,0,0,NW,1,19,4,0,6,0,6,0,198.0,198.0,0,4,4,0,0,9,6,7,0,0,0,12,0,2,2,0,0,0,0,0,0,2
90479925,1,Mohit Rao,win,3,0,72,175.0,161.0,0,0,NW,1,19,4,0,6,0,5,1,456.0,258.0,19,2,4,0,0,33,48,7,0,0,0,12,0,2,2,2,0,0,0,0,0,2
90479925,1,Mohit Rao,win,4,0,96,30.0,-145.0,0,0,NW,1,19,5,0,6,0,5,1,844.0,388.0,7,4,4,0,0,31,85,7,0,0,0,12,0,3,2,0,0,0,0,0,0,4
90479925,1,Mohit Rao,win,5,0,120,299.0,269.0,0,0,NW,1,19,5,0,6,0,35,1,1577.0,733.0,28,5,5,7,7,52,29,7,0,0,0,12,0,3,2,5,0,0,0,0,0,6
90479925,1,Mohit Rao,win,6,0,144,971.0,672.0,0,0,NW,1,19,6,0,6,0,6,2,2606.0,1029.0,0,4,5,0,0,14,18,7,0,0,0,12,0,4,2,25,0,0,0,0,0,3
90479925,1,Mohit Rao,win,7,0,168,1016.0,45.0,0,0,NW,1,19,6,0,6,0,13,2,3157.0,551.0,19,6,6,2,0,38,36,7,0,0,0,12,0,4,2,3,0,0,0,0,0,5
90479925,1,Mohit Rao,win,8,0,192,301.0,-715.0,0,0,"NE,NW",2,26,10,0,12,0,11,2,6150.0,2993.0,26,7,8,0,7,54,36,7,0,0,7,12,0,6,4,6,0,0,0,12,0,5
90479925,1,Mohit Rao,win,9,0,216,2622.0,2321.0,0,0,"NE,NW",2,30,10,0,12,0,34,3,10333.0,3043.0,31,10,10,9,11,90,49,7,0,0,11,12,0,6,4,0,0,0,12,0,0,7
90479925,1,Mohit Rao,win,10,0,240,2069.0,-553.0,0,0,"NE,NW",2,38,12,0,12,0,12,3,13523.0,4330.0,27,8,10,1,8,88,108,7,0,0,19,12,0,8,4,14,0,0,12,8,0,0
90479925,1,Mohit Rao,win,11,0,264,10617.0,8548.0,0,0,"NE,NW",2,28,12,0,12,0,14,3,29645.0,16122.0,22,12,12,12,0,115,18,7,0,0,19,2,0,8,4,5,54,0,6,8,0,0
90479925,1,Mohit Rao,win,12,0,288,11370.0,753.0,0,0,"NE,NW,SW",3,58,14,0,14,0,16,4,39639.0,9994.0,56,12,14,4,32,120,63,7,0,0,39,12,0,8,6,35,42,0,6,0,0,9
90479925,1,Mohit Rao,win,13,0,312,16722.0,5352.0,0,0,"NE,NW,SW",3,61,14,0,14,0,44,4,48295.0,6512.0,20,14,14,11,10,66,35,7,0,0,42,12,0,8,6,6,6,0,15,8,0,12
90479925,1,Mohit Rao,win,14,0,336,17883.0,1161.0,0,0,"NE,NW,SW",3,61,14,0,14,0,16,4,49521.0,3370.0,51,14,14,1,0,104,27,7,0,0,42,12,0,8,6,14,0,0,3,8,0,11
90479925,1,Mohit Rao,win,15,0,360,21189.0,3306.0,0,0,"NE,NW,SW",3,61,14,0,14,0,30,5,54583.0,5062.0,14,14,14,3,0,69,16,7,0,0,42,12,0,8,6,6,0,0,9,18,0,9
90479925,1,Mohit Rao,win,16,0,384,23212.0,2023.0,0,0,"NE,NW,SW",3,61,14,0,14,0,16,5,58588.0,3255.0,59,14,14,7,0,133,58,7,0,0,42,12,0,8,6,0,0,0,12,0,0,6
90479925,1,Mohit Rao,win,17,0,408,29320.0,6108.0,0,0,"NE,NW,SW",3,61,14,0,14,0,44,5,68283.0,9773.0,28,14,14,11,7,93,14,7,0,0,42,12,0,8,6,6,0,0,33,8,0,11
90479925,1,Mohit Rao,win,18,0,432,34987.0,5667.0,0,0,"NE,NW,SW",3,61,14,0,14,0,16,6,77475.0,5836.0,47,14,14,13,0,129,26,7,0,0,42,12,0,8,6,14,0,6,9,8,0,2
90479925,1,Mohit Rao,win,19,0,456,43796.0,8809.0,0,0,"NE,NW,SW",3,61,14,0,14,0,2,6,87983.0,12892.0,36,14,14,10,0,137,68,7,0,0,42,12,0,8,6,0,0,8,33,22,0,6
90479925,1,Mohit Rao,win,20,0,480,51625.0,7829.0,0,0,"NE,NW,SW",3,61,14,0,14,0,16,6,101213.0,13428.0,47,14,14,22,0,139,32,7,0,0,42,12,0,8,6,6,0,14,21,40,0,5
90479925,1,Mohit Rao,win,21,0,504,55453.0,3828.0,0,0,"NE,NW,SW",3,61,14,0,14,0,50,7,108130.0,6751.0,56,14,14,13,7,159,25,7,0,0,42,12,0,8,6,6,0,22,3,4,0,0
90479925,1,Mohit Rao,win,22,0,528,76284.0,20831.0,0,0,"NE,NW,SW",3,56,14,0,14,0,10,7,133802.0,26615.0,21,14,14,32,0,176,20,7,0,0,42,7,0,8,6,30,60,47,23,17,0,6
90479925,1,Mohit Rao,win,23,0,552,78457.0,2173.0,0,0,"NE,NW,SW",3,57,14,0,14,0,16,7,140201.0,5919.0,55,14,14,25,7,176,6,14,0,0,42,1,0,8,6,20,0,8,6,11,0,0
90479925,1,Mohit Rao,win,24,0,576,93453.0,14996.0,0,0,"NE,NW,SW",3,57,14,0,14,0,2,8,157019.0,16615.0,22,14,14,39,5,177,34,19,0,0,38,0,0,8,6,0,36,47,21,8,0,1
90479925,1,Mohit Rao,win,25,0,600,103642.0,10189.0,0,0,"NE,NW,SW",3,56,14,2,14,0,40,8,171467.0,14045.0,57,14,14,19,11,163,14,23,0,0,33,0,0,8,6,6,12,37,31,8,0,0
90479925,1,Mohit Rao,win,26,0,624,112371.0,8729.0,0,0,"NE,NW,SW",3,51,14,0,14,0,16,8,182906.0,13194.0,23,14,14,32,5,165,21,28,0,0,23,0,0,8,6,16,6,35,21,16,0,0
90479925,1,Mohit Rao,win,27,0,648,114218.0,1847.0,0,0,"NE,NW,SW",3,61,14,0,14,0,44,8,185792.0,2886.0,60,14,14,11,17,155,36,38,0,0,23,0,0,8,6,6,0,32,6,4,0,0
90479925,1,Mohit Rao,win,28,0,672,122431.0,8213.0,0,0,"NE,NW,SW",3,53,14,0,14,0,28,8,196519.0,10727.0,31,14,14,32,5,139,45,38,0,0,15,0,0,8,6,22,0,11,30,4,0,27
90479925,1,Mohit Rao,win,29,0,696,132116.0,9685.0,0,0,"NE,NW,SW",3,8,14,1,14,0,42,8,206239.0,9038.0,33,14,14,38,0,167,15,8,0,0,0,0,0,8,6,48,0,33,9,16,0,17
90479925,1,Mohit Rao,win,29,23,719,143136.0,11020.0,5,5,"NE,NW,SW",3,0,14,0,14,0,0,8,217194.0,9038.0,33,14,14,38,0,167,15,0,0,0,0,0,0,8,6,48,0,33,9,16,0,17
90483794,0,Seb (allegedly),win,0,0,0,3000.0,0.0,0,0,NW,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90483794,0,Seb (allegedly),win,1,0,24,566.0,-2434.0,0,0,NW,1,17,4,0,8,0,4,0,0.0,0.0,17,4,4,0,17,60,58,14,0,0,0,3,0,2,2,0,0,0,0,0,0,0
90483794,0,Seb (allegedly),win,2,0,48,356.0,-210.0,0,0,NW,1,17,5,0,8,0,5,0,398.0,398.0,0,5,5,0,0,30,130,14,0,0,0,3,0,3,2,0,0,0,0,0,0,4
90483794,0,Seb (allegedly),win,3,0,72,658.0,302.0,0,0,NW,1,17,5,0,8,0,5,1,886.0,488.0,17,5,5,0,0,64,83,14,0,0,0,3,0,3,2,0,0,0,0,0,0,5
90483794,0,Seb (allegedly),win,4,0,96,482.0,-176.0,0,0,NW,1,17,6,0,8,0,6,1,1366.0,480.0,14,6,6,0,0,47,101,14,0,0,0,3,0,4,2,0,0,0,0,0,0,5
90483794,0,Seb (allegedly),win,5,0,120,321.0,-161.0,0,0,"NE,NW",2,3,7,0,8,0,27,1,2652.0,970.0,17,7,7,14,0,91,57,0,0,0,0,3,0,5,2,24,0,0,0,0,0,2
90483794,0,Seb (allegedly),win,6,0,144,870.0,549.0,0,0,"NE,NW",2,11,7,1,9,0,7,2,3939.0,1603.0,8,7,7,0,8,86,73,1,0,0,3,7,0,5,2,21,0,0,0,0,0,11
90483794,0,Seb (allegedly),win,7,0,168,1779.0,909.0,0,0,"NE,NW",2,24,8,1,9,0,8,2,7109.0,3170.0,16,8,8,2,13,88,45,1,0,0,11,12,0,6,2,0,0,0,0,12,0,7
90483794,0,Seb (allegedly),win,8,0,192,1054.0,-725.0,0,0,"NE,NW",2,35,9,1,9,0,9,2,7801.0,348.0,22,9,9,0,11,104,36,1,0,0,19,15,0,7,2,0,0,0,0,0,0,4
90483794,0,Seb (allegedly),win,9,0,216,1282.0,228.0,0,0,"NE,NW,SW",3,37,10,1,10,0,10,3,10919.0,3462.0,19,9,9,2,2,118,46,1,0,0,19,17,0,8,2,0,0,0,12,0,0,13
90483794,0,Seb (allegedly),win,10,0,240,638.0,-644.0,0,0,"NE,NW,SW",3,47,12,1,15,0,12,3,12768.0,1849.0,32,10,9,4,11,166,16,0,0,0,30,17,0,10,2,0,0,0,0,8,0,4
90483794,0,Seb (allegedly),win,11,0,264,3778.0,3140.0,0,0,"NE,NW,SE,SW",4,47,13,1,15,0,13,3,21169.0,8401.0,22,9,9,5,3,158,62,0,0,0,33,14,0,11,2,0,18,0,12,0,0,16
90483794,0,Seb (allegedly),win,12,0,288,885.0,-2893.0,0,0,"NE,NW,SE,SW",4,62,15,1,18,0,15,4,21551.0,154.0,42,15,13,2,15,169,14,2,0,0,43,17,0,11,4,0,0,0,0,0,0,2
90483794,0,Seb (allegedly),win,13,0,312,6392.0,5507.0,0,0,"NE,NW,SE,SW",4,63,16,2,18,0,16,4,28444.0,7121.0,25,14,13,5,1,164,37,2,0,0,44,17,0,11,5,0,0,0,20,8,0,26
90483794,0,Seb (allegedly),win,14,0,336,6428.0,36.0,0,0,"NE,NW,SE,SW",4,63,17,2,18,0,16,4,30401.0,925.0,49,14,14,2,0,172,20,2,0,0,44,17,0,11,6,0,0,0,3,0,0,5
90483794,0,Seb (allegedly),win,15,0,360,8307.0,1879.0,0,0,"NE,NW,SE,SW",4,63,18,2,18,0,18,5,33440.0,2751.0,31,19,18,4,0,158,25,2,0,0,44,17,0,11,7,0,0,0,8,0,0,20
90483794,0,Seb (allegedly),win,16,0,384,7774.0,-533.0,0,0,"NE,NW,SE,SW",4,58,18,2,18,0,21,5,33942.0,1822.0,51,16,14,12,0,169,8,1,0,0,44,13,0,11,7,0,0,0,8,0,0,5
90483794,0,Seb (allegedly),win,17,0,408,22525.0,14751.0,0,0,"NE,NW,SE,SW",4,53,18,3,18,0,18,5,49035.0,12592.0,28,14,15,18,0,178,5,0,0,0,44,9,0,11,7,0,24,10,22,8,0,10
90483794,0,Seb (allegedly),win,18,0,432,33247.0,10722.0,0,0,"NE,NW,SE,SW",4,52,18,3,18,0,18,6,60532.0,12177.0,37,16,13,20,2,173,3,0,0,0,44,8,0,11,7,0,36,12,11,11,0,11
90483794,0,Seb (allegedly),win,19,0,456,42671.0,9424.0,0,0,"NE,NW,SE,SW",4,49,18,3,18,0,18,6,70554.0,11103.0,29,17,17,19,0,174,1,0,0,0,44,5,0,11,7,0,24,24,20,0,0,13
90483794,0,Seb (allegedly),win,20,0,480,47829.0,5158.0,0,0,"NE,NW,SE,SW",4,52,18,3,18,0,18,6,76747.0,5788.0,30,15,9,27,3,179,2,2,0,0,44,6,0,11,7,0,0,17,15,0,0,10
90483794,0,Seb (allegedly),win,21,0,504,55793.0,7964.0,0,0,"NE,NW,SE,SW",4,52,18,3,18,0,18,7,85776.0,7972.0,33,16,10,22,0,170,3,2,0,0,44,6,0,11,7,0,0,31,11,0,0,10
90483794,0,Seb (allegedly),win,22,0,528,65625.0,9832.0,0,0,"NE,NW,SE,SW",4,49,18,3,18,0,18,7,96098.0,12088.0,23,16,7,43,0,179,1,2,0,0,44,3,0,11,7,0,0,47,16,26,0,3
90483794,0,Seb (allegedly),win,23,0,552,71558.0,5933.0,0,0,"NE,NW,SE,SW",4,46,18,6,18,0,18,7,102987.0,7325.0,30,15,17,20,0,177,0,2,0,0,41,3,0,11,7,0,11,26,14,3,0,8
90483794,0,Seb (allegedly),win,24,0,576,81343.0,9785.0,0,0,"NE,NW,SE,SW",4,36,18,13,18,0,23,8,113382.0,9985.0,14,17,17,36,0,168,7,0,0,0,33,3,0,11,7,0,7,46,18,3,0,7
90483794,0,Seb (allegedly),win,25,0,600,84539.0,3196.0,0,0,"NE,NW,SE,SW",4,31,18,21,18,0,18,8,116672.0,3665.0,25,16,16,12,3,159,25,3,0,0,25,3,0,11,7,5,0,28,0,0,0,15
90483794,0,Seb (allegedly),win,26,0,624,91485.0,6946.0,0,0,"NE,NW,SE,SW",4,31,18,21,18,0,18,8,124193.0,7227.0,9,16,16,30,0,160,27,3,0,0,25,3,0,11,7,0,0,35,28,10,0,17
90483794,0,Seb (allegedly),win,27,0,648,93478.0,1993.0,0,0,"NE,NW,SE,SW",4,20,18,32,18,0,18,8,127249.0,3331.0,16,17,16,14,0,142,49,3,0,0,14,3,0,11,7,0,0,15,14,8,0,20
90483794,0,Seb (allegedly),win,28,0,672,98137.0,4659.0,0,0,"NE,NW,SE,SW",4,15,18,35,18,0,18,8,132864.0,5669.0,7,16,16,20,0,131,66,3,0,0,11,1,0,11,7,0,0,20,26,16,0,19
90483794,0,Seb (allegedly),win,29,0,696,99271.0,1134.0,0,0,"NE,NW,SE,SW",4,2,18,45,18,0,20,8,134982.0,2118.0,4,18,18,10,0,156,57,0,0,0,1,1,0,11,7,5,9,2,0,4,0,18
90483794,0,Seb (allegedly),win,29,23,719,102765.0,3494.0,0,0,"NE,NW,SE,SW",4,1,18,46,18,0,0,8,138298.0,2118.0,4,18,18,10,0,156,57,0,0,0,0,1,0,11,7,5,9,2,0,4,0,18
90483794,1,Cary Jin,loss,0,0,0,3000.0,0.0,0,0,NW,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90483794,1,Cary Jin,loss,1,0,24,105.0,-2895.0,0,0,NW,1,19,4,0,6,0,0,0,0.0,0.0,19,2,2,0,19,33,46,7,0,0,0,12,0,2,2,0,0,0,0,0,0,0
90483794,1,Cary Jin,loss,2,0,48,6.0,-99.0,0,0,NW,1,19,4,0,6,0,6,0,198.0,198.0,0,4,4,0,0,9,6,7,0,0,0,12,0,2,2,0,0,0,0,0,0,2
90483794,1,Cary Jin,loss,3,0,72,166.0,160.0,0,0,NW,1,19,4,0,6,0,5,1,1417.0,1219.0,19,2,4,0,0,33,48,7,0,0,0,12,0,2,2,33,0,0,0,0,0,2
90483794,1,Cary Jin,loss,4,0,96,50.0,-116.0,0,0,NW,1,19,5,0,6,0,4,1,2125.0,708.0,7,4,4,0,0,31,85,7,0,0,0,12,0,3,2,10,0,0,0,0,0,4
90483794,1,Cary Jin,loss,5,0,120,304.0,254.0,0,0,NW,1,19,5,0,6,0,34,1,2954.0,829.0,28,5,5,7,7,52,29,7,0,0,0,12,0,3,2,8,0,0,0,0,0,6
90483794,1,Cary Jin,loss,6,0,144,913.0,609.0,0,0,NW,1,19,6,0,6,0,5,2,3908.0,954.0,0,4,5,0,0,14,18,7,0,0,0,12,0,4,2,25,0,0,0,0,0,3
90483794,1,Cary Jin,loss,7,0,168,973.0,60.0,0,0,NW,1,19,6,0,6,0,12,2,4667.0,759.0,19,6,6,2,0,38,36,7,0,0,0,12,0,4,2,10,0,0,0,0,0,5
90483794,1,Cary Jin,loss,8,0,192,170.0,-803.0,0,0,"NE,NW",2,26,10,1,12,0,9,2,9096.0,4429.0,26,7,8,0,7,54,36,7,0,0,7,12,0,6,4,50,0,0,0,12,0,5
90483794,1,Cary Jin,loss,9,0,216,2590.0,2420.0,0,0,"NE,NW",2,30,10,1,12,0,28,3,12009.0,1773.0,31,10,10,9,11,90,49,7,0,0,11,12,0,6,4,0,0,0,6,0,0,7
90483794,1,Cary Jin,loss,10,0,240,1990.0,-600.0,0,0,"NE,NW",2,38,12,0,12,0,6,3,13225.0,2356.0,27,8,10,1,8,88,107,7,0,0,19,12,0,8,4,14,0,0,6,4,0,0
90483794,1,Cary Jin,loss,11,0,264,10446.0,8456.0,0,0,"NE,NW",2,28,11,0,12,0,11,3,23578.0,10353.0,22,12,12,12,0,115,18,7,0,0,19,2,0,7,4,44,30,0,3,4,0,0
90483794,1,Cary Jin,loss,12,0,288,12363.0,1917.0,0,0,"NE,NW,SW",3,58,13,0,14,0,14,4,35829.0,12251.0,56,12,14,4,32,120,63,7,0,0,39,12,0,7,6,77,36,0,3,0,0,9
90483794,1,Cary Jin,loss,13,0,312,17199.0,4836.0,0,0,"NE,NW,SW",3,61,13,0,14,0,43,4,42264.0,6297.0,20,14,14,11,10,66,35,7,0,0,42,12,0,7,6,26,6,0,12,5,0,12
90483794,1,Cary Jin,loss,14,0,336,18283.0,1084.0,0,0,"NE,NW,SW",3,61,13,0,14,0,16,4,43427.0,1301.0,51,14,14,1,0,104,27,7,0,0,42,12,0,7,6,14,0,0,0,0,0,11
90483794,1,Cary Jin,loss,15,0,360,21166.0,2883.0,0,0,"NE,NW,SW",3,61,13,0,14,0,31,5,49386.0,5959.0,14,14,14,3,0,69,16,7,0,0,42,12,0,7,6,46,0,0,9,10,0,9
90483794,1,Cary Jin,loss,16,0,384,22225.0,1059.0,0,0,"NE,NW,SW",3,61,13,0,14,0,18,5,51035.0,1533.0,59,14,14,7,0,133,58,7,0,0,42,12,0,7,6,0,0,0,6,0,0,6
90483794,1,Cary Jin,loss,17,0,408,26259.0,4034.0,0,0,"NE,NW,SW",3,61,13,0,14,0,47,5,56579.0,5660.0,28,14,14,11,7,93,14,7,0,0,42,12,0,7,6,25,0,0,24,0,0,11
90483794,1,Cary Jin,loss,18,0,432,31769.0,5510.0,0,0,"NE,NW,SW",3,61,13,0,14,0,20,6,61759.0,4436.0,47,14,14,13,0,129,26,7,0,0,42,12,0,7,6,14,0,6,3,15,0,2
90483794,1,Cary Jin,loss,19,0,456,36222.0,4453.0,0,0,"NE,NW,SW",3,61,13,0,14,0,7,6,66598.0,4659.0,36,14,14,10,0,137,68,7,0,0,42,12,0,7,6,0,0,8,21,6,0,6
90483794,1,Cary Jin,loss,20,0,480,40057.0,3835.0,0,0,"NE,NW,SW",3,61,13,0,14,0,22,6,74933.0,7885.0,47,14,14,22,0,139,32,7,0,0,42,12,0,7,6,67,0,14,12,18,0,5
90483794,1,Cary Jin,loss,21,0,504,43199.0,3142.0,0,0,"NE,NW,SW",3,61,13,0,14,0,57,7,81290.0,6211.0,56,14,14,13,7,159,25,7,0,0,42,12,0,7,6,23,0,22,3,4,0,0
90483794,1,Cary Jin,loss,22,0,528,57277.0,14078.0,0,0,"NE,NW,SW",3,56,13,0,14,0,18,7,95032.0,15262.0,21,14,14,32,0,176,20,7,0,0,42,7,0,7,6,30,30,47,12,12,0,2
90483794,1,Cary Jin,loss,23,0,552,57797.0,520.0,0,0,"NE,NW,SW",3,57,13,0,14,0,25,7,99638.0,4045.0,55,14,14,25,7,176,6,14,0,0,42,1,0,7,6,42,0,8,3,4,0,0
90483794,1,Cary Jin,loss,24,0,576,68078.0,10281.0,0,0,"NE,NW,SW",3,57,13,0,14,0,12,8,110407.0,10922.0,22,14,14,39,5,177,34,19,0,0,38,0,0,7,6,0,36,47,15,8,0,1
90483794,1,Cary Jin,loss,25,0,600,71128.0,3050.0,0,0,"NE,NW,SW",3,56,13,2,14,0,51,8,116766.0,6443.0,57,14,14,19,11,163,14,23,0,0,33,0,0,7,6,32,6,35,18,8,0,0
90483794,1,Cary Jin,loss,26,0,624,76186.0,5058.0,0,0,"NE,NW,SW",3,51,13,0,14,0,28,8,122093.0,5651.0,23,14,14,32,5,165,21,28,0,0,23,0,0,7,6,16,0,35,6,12,0,0
90483794,1,Cary Jin,loss,27,0,648,75566.0,-620.0,0,0,"NE,NW,SW",3,61,13,0,14,0,57,8,125039.0,2946.0,60,14,14,11,17,155,36,38,0,0,23,0,0,7,6,28,0,30,6,4,0,0
90483794,1,Cary Jin,loss,28,0,672,78561.0,2995.0,0,0,"NE,NW,SW",3,53,13,0,14,0,42,8,128653.0,3614.0,31,14,14,32,5,139,45,38,0,0,15,0,0,7,6,22,0,11,18,4,0,23
90483794,1,Cary Jin,loss,29,0,696,85443.0,6882.0,0,0,"NE,NW,SW",3,8,13,2,14,0,57,8,136013.0,6634.0,33,14,14,38,0,167,15,8,0,0,0,0,0,7,6,48,0,33,9,16,0,13
90483794,1,Cary Jin,loss,29,23,719,92843.0,7400.0,5,5,"NE,NW,SW",3,0,13,1,14,0,0,8,143392.0,6634.0,33,14,14,38,0,167,15,0,0,0,0,0,0,7,6,48,0,33,9,16,0,13
90485305,0,Seb (allegedly),win,0,0,0,3000.0,0.0,0,0,NW,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90485305,0,Seb (allegedly),win,1,0,24,566.0,-2434.0,0,0,NW,1,17,4,0,8,0,4,0,0.0,0.0,17,4,4,0,17,60,58,14,0,0,0,3,0,2,2,0,0,0,0,0,0,0
90485305,0,Seb (allegedly),win,2,0,48,356.0,-210.0,0,0,NW,1,17,5,0,8,0,5,0,398.0,398.0,0,5,5,0,0,30,130,14,0,0,0,3,0,3,2,0,0,0,0,0,0,4
90485305,0,Seb (allegedly),win,3,0,72,658.0,302.0,0,0,NW,1,17,5,0,8,0,5,1,886.0,488.0,17,5,5,0,0,64,83,14,0,0,0,3,0,3,2,0,0,0,0,0,0,5
90485305,0,Seb (allegedly),win,4,0,96,482.0,-176.0,0,0,NW,1,17,6,0,8,0,6,1,1366.0,480.0,14,6,6,0,0,47,101,14,0,0,0,3,0,4,2,0,0,0,0,0,0,5
90485305,0,Seb (allegedly),win,5,0,120,321.0,-161.0,0,0,"NE,NW",2,3,7,0,8,0,27,1,2652.0,970.0,17,7,7,14,0,91,57,0,0,0,0,3,0,5,2,24,0,0,0,0,0,2
90485305,0,Seb (allegedly),win,6,0,144,870.0,549.0,0,0,"NE,NW",2,11,7,1,9,0,7,2,3939.0,1603.0,8,7,7,0,8,86,73,1,0,0,3,7,0,5,2,21,0,0,0,0,0,11
90485305,0,Seb (allegedly),win,7,0,168,1699.0,829.0,0,0,"NE,NW",2,25,8,1,9,0,8,2,7109.0,3170.0,17,8,8,2,14,92,45,1,0,0,11,13,0,6,2,0,0,0,0,12,0,7
90485305,0,Seb (allegedly),win,8,0,192,727.0,-972.0,0,0,"NE,NW",2,35,9,1,9,0,9,2,7457.0,348.0,21,9,9,0,10,103,40,1,0,0,18,16,0,7,2,0,0,0,0,0,0,4
90485305,0,Seb (allegedly),win,9,0,216,1301.0,574.0,0,0,"NE,NW,SW",3,37,10,1,10,0,10,3,10914.0,3457.0,20,9,9,2,2,121,44,1,0,0,18,18,0,8,2,0,0,0,12,0,0,13
90485305,0,Seb (allegedly),win,10,0,240,430.0,-871.0,0,0,"NE,NW,SW",3,48,11,1,15,0,14,3,12886.0,1972.0,31,10,10,4,12,170,12,0,0,0,30,18,0,8,3,0,0,0,0,8,0,5
90485305,0,Seb (allegedly),win,11,0,264,4062.0,3632.0,0,0,"NE,NW,SE,SW",4,47,12,2,15,0,12,3,21166.0,8280.0,23,9,9,5,3,175,41,0,0,0,32,15,0,8,4,0,18,0,12,0,0,15
90485305,0,Seb (allegedly),win,12,0,288,2977.0,-1085.0,0,0,"NE,NW,SE,SW",4,61,14,3,18,0,14,4,23218.0,1900.0,42,13,13,2,14,167,19,1,0,0,42,18,0,8,6,0,0,0,9,0,0,2
90485305,0,Seb (allegedly),win,13,0,312,6321.0,3344.0,0,0,"NE,NW,SE,SW",4,62,16,3,18,0,16,4,28501.0,5295.0,24,12,12,5,1,150,51,1,0,0,43,18,0,8,8,0,0,0,11,8,0,20
90485305,0,Seb (allegedly),win,14,0,336,4961.0,-1360.0,0,0,"NE,NW,SE,SW",4,62,18,3,18,0,17,4,29102.0,741.0,49,14,14,2,0,166,22,1,0,0,43,18,0,8,10,0,0,0,0,0,0,11
90485305,0,Seb (allegedly),win,15,0,360,8180.0,3219.0,0,0,"NE,NW,SE,SW",4,62,18,3,18,0,18,5,33173.0,4071.0,30,18,18,4,0,159,28,1,0,0,43,18,0,8,10,0,0,0,19,0,0,19
90485305,0,Seb (allegedly),win,16,0,384,9287.0,1107.0,0,0,"NE,NW,SE,SW",4,57,18,3,18,0,21,5,35277.0,2104.0,51,15,12,13,0,171,11,0,0,0,43,14,0,8,10,0,0,0,0,8,0,4
90485305,0,Seb (allegedly),win,17,0,408,24762.0,15475.0,0,0,"NE,NW,SE,SW",4,52,18,3,18,0,18,5,51022.0,15691.0,30,18,18,21,1,169,1,1,0,0,43,8,0,8,10,0,42,10,20,10,0,10
90485305,0,Seb (allegedly),win,18,0,432,32901.0,8139.0,0,0,"NE,NW,SE,SW",4,54,18,4,18,0,18,6,60308.0,9238.0,36,16,17,16,3,174,4,1,0,0,43,10,0,8,10,0,18,13,11,6,0,11
90485305,0,Seb (allegedly),win,19,0,456,46872.0,13971.0,0,0,"NE,NW,SE,SW",4,50,18,4,18,0,18,6,74812.0,14606.0,29,16,15,22,0,175,2,1,0,0,43,6,0,8,10,0,24,24,6,22,0,10
